rollout/ep_rew_mean,time/time_elapsed,time/fps,time/iterations,time/total_timesteps,rollout/ep_len_mean,train/value_loss,train/learning_rate,train/clip_range,train/explained_variance,train/entropy_loss,train/loss,train/std,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/n_updates
257.3752347013463,92,3926,178,888832,100.86,66.01740617752075,0.0003,0.2,0.974186360836029,32.096920013427734,29.540325164794922,0.07999999076128006,0.79345703125,1.8651519,0.09796707089990378,2165
259.67350360520487,93,3926,179,890880,101.57,73.54053983688354,0.0003,0.2,0.9713309407234192,32.096920013427734,36.3129997253418,0.07999999076128006,0.75078125,0.32999498,0.046795792412012815,2170
254.45650292241132,93,3925,180,892928,99.79,49.15458526611328,0.0003,0.2,0.9817709922790527,32.096920013427734,21.783647537231445,0.07999999076128006,0.762890625,0.94677687,0.07153363029938191,2175
259.32203073716414,94,3925,181,894976,101.41,71.91651926040649,0.0003,0.2,0.9745947122573853,32.096920013427734,39.209747314453125,0.07999999076128006,0.9302734375,6.089465,0.22904456059914083,2180
256.1750244960578,94,3926,182,897024,100.32,60.149146747589114,0.0003,0.2,0.9756399393081665,32.096920013427734,25.985815048217773,0.07999999076128006,0.76083984375,1.0229684,0.0818265030393377,2185
252.4387879220394,95,3926,183,899072,98.87,49.607445907592776,0.0003,0.2,0.9841604232788086,32.096920013427734,21.077369689941406,0.07999999076128006,0.863671875,9.930397,0.17124362369067966,2190
258.18766468962485,95,3926,184,901120,101.05,74.53190040588379,0.0003,0.2,0.9663029909133911,32.096920013427734,30.46153450012207,0.07999999076128006,0.7126953125,0.3995927,0.023676657467149198,2195
256.075067036761,96,3926,185,903168,100.3,55.48824825286865,0.0003,0.2,0.9818583130836487,32.096920013427734,24.011343002319336,0.07999999076128006,0.77724609375,0.59490436,0.04634815885219723,2200
258.01649669534896,97,3926,186,905216,100.96,58.96847496032715,0.0003,0.2,0.9788358807563782,32.096920013427734,28.205814361572266,0.07999999076128006,0.7521484375,0.32594585,0.01954400073736906,2205
258.99933764987884,97,3926,187,907264,101.63,65.48595609664918,0.0003,0.2,0.97673499584198,32.096920013427734,31.378271102905273,0.07999999076128006,0.76181640625,0.43924266,0.0369430857244879,2210
